"hosname","amprhcode","pdx","diease"
ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,M7913,1
ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,M7914,1
ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,M7916,1
ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,M7917,3
ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,M7917,1
ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,M7918,8
ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,M7967,1
ประชาราษฎร์อบอุ่นคลินิกเวชกรรม,เขตบางซื่อ,M94,2
ประชาชื่นมีสุขคลินิกเวชกรรม,เขตบางซื่อ,M940,6
ประชาชื่นมีสุขคลินิกเวชกรรม,เขตบางซื่อ,N10,17
ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,N183,9
ประชาชื่นมีสุขคลินิกเวชกรรม,เขตบางซื่อ,N300,36
ประชาราษฎร์อบอุ่นคลินิกเวชกรรม,เขตบางซื่อ,N300,2
ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,N433,1
ประชาชื่นมีสุขคลินิกเวชกรรม,เขตบางซื่อ,N481,5
ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,N926,1
ประชาชื่นมีสุขคลินิกเวชกรรม,เขตบางซื่อ,N946,7
ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,N946,2
ประชาราษฎร์อบอุ่นคลินิกเวชกรรม,เขตบางซื่อ,O280,2
ประชาราษฎร์อบอุ่นคลินิกเวชกรรม,เขตบางซื่อ,R000,8
คลินิกเวชกรรมแยกวงศ์สว่าง,เขตบางซื่อ,R002,19
ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,R002,3
ประชาชื่นมีสุขคลินิกเวชกรรม,เขตบางซื่อ,R040,4
ประชาราษฎร์อบอุ่นคลินิกเวชกรรม,เขตบางซื่อ,R05,2
ประชาชื่นมีสุขคลินิกเวชกรรม,เขตบางซื่อ,R074,3
ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,R104,5
ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,R11,1
ประชาชื่นมีสุขคลินิกเวชกรรม,เขตบางซื่อ,R208,2
ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,R21,2
ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,R224,1
ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,R33,1
ประชาราษฎร์อบอุ่นคลินิกเวชกรรม,เขตบางซื่อ,R35,4
ประชาชื่นมีสุขคลินิกเวชกรรม,เขตบางซื่อ,R42,77
ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,R42,12
ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,R509,7
ประชาชื่นมีสุขคลินิกเวชกรรม,เขตบางซื่อ,R51,19
ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,R51,4
ประชาราษฎร์อบอุ่นคลินิกเวชกรรม,เขตบางซื่อ,R55,2
ประชาชื่นมีสุขคลินิกเวชกรรม,เขตบางซื่อ,R609,4
ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,U099,1
ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,Z000,1
ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,Z012,5
ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,Z014,2
ประชาชื่นมีสุขคลินิกเวชกรรม,เขตบางซื่อ,Z017,440
